eval_id,Sentence_ID,Sub-Subtype,Keyword,Best_Match,ar,mt_output,en,Severity_Score,TQA_Category,tier,source,Q1_Error_Implemented,Q2_Linguistically_Correct,Q3_Minimal_Pair,Q4_Anchor_Accurate,Q5_Naturalness,Q6_Domain_Appropriate,Notes,Annotator_ID,eval_tier,Technical_Score,Quality_Score,Overall_Score,Status,anchor_validity,phenomenon_clarity,arabic_naturalness,collateral_severity,tier2_seed_recommendation
T2_EVAL_0349,TIER2_Partial_Translation_00c9c960,Partial Translation,الهيئة الدبلوماسية الدولية,[OMITTED],يرحب الاجتماع السنوي بجهود الهيئة الدبلوماسية الدولية في تعزيز العلاقات بين الدول الأعضاء وتحقيق السلام المستدام.,يرحب الاجتماع السنوي بجهود في تعزيز العلاقات بين الدول الأعضاء وتحقيق السلام المستدام.,The annual meeting welcomes the efforts of the International Diplomatic Body in strengthening relations between member states and achieving sustainable peace.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0350,TIER2_Meaning_Shift_eb9ec6c0,Meaning Shift,العلاقات الثنائية,العلاقات المتعددة,رحب الأمين العام بتعزيز العلاقات الثنائية بين الدولتين لتعزيز السلام والأمن في المنطقة.,رحب الأمين العام بتعزيز العلاقات المتعددة بين الدولتين لتعزيز السلام والأمن في المنطقة.,The Secretary-General welcomed the strengthening of bilateral relations between the two states to promote peace and security in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0351,TIER2_Partial_Translation_9436f119,Partial Translation,المساعدات الإنسانية الطارئة,المساعدات الطارئة,وأعاد الأمين العام التأكيد على أهمية توفير المساعدات الإنسانية الطارئة للمتضررين من النزاعات المسلحة في المنطقة.,وأعاد الأمين العام التأكيد على أهمية توفير المساعدات الطارئة للمتضررين من النزاعات المسلحة في المنطقة.,The Secretary-General reiterated the importance of providing emergency humanitarian aid to those affected by armed conflicts in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0352,TIER2_Terminology_Substitution_6b3c1863,Terminology Substitution,القرار,التوصية,أشار الأمين العام إلى القرار الصادر عن الجمعية العامة فيما يتعلق بحفظ السلام والأمن الدوليين.,أشار الأمين العام إلى التوصية الصادرة عن الجمعية العامة فيما يتعلق بحفظ السلام والأمن الدوليين.,The Secretary-General referred to the resolution issued by the General Assembly regarding the maintenance of international peace and security.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0353,TIER2_Definiteness_Shift_e3597b32,Definiteness Shift,تعاون اقتصادي,التعاون الاقتصادي,يؤكد المؤتمر على أهمية تعزيز تعاون اقتصادي بين الدول الأعضاء لتحقيق التنمية الشاملة في المنطقة.,يؤكد المؤتمر على أهمية تعزيز التعاون الاقتصادي بين الدول الأعضاء لتحقيق التنمية الشاملة في المنطقة.,The conference emphasizes the importance of enhancing economic cooperation among member states to achieve comprehensive development in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0354,TIER2_Total_Omission_9967c3fd,Total Omission,الاتفاقية الدولية للمناخ,[OMITTED],يطلب إلى الدول الأعضاء الالتزام ببنود الاتفاقية الدولية للمناخ لتعزيز الجهود الدولية في مواجهة تغير المناخ.,يطلب إلى الدول الأعضاء الالتزام ببنود لتعزيز الجهود الدولية في مواجهة تغير المناخ.,The Member States are requested to adhere to the provisions of the International Climate Agreement to enhance international efforts in combating climate change.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0355,TIER2_Wrong_Structure_a35f4b03,Wrong Structure,المساعدات الإنسانية للنازحين,الإغاثة للنازحين,طالب المجلس بزيادة المساعدات الإنسانية للنازحين في المنطقة المتضررة لضمان تلبية احتياجاتهم الأساسية في الوقت المناسب.,طالب المجلس بزيادة الإغاثة للنازحين في المنطقة المتضررة لضمان تلبية احتياجاتهم الأساسية في الوقت المناسب.,The council called for increased humanitarian assistance for the displaced in the affected area to ensure their basic needs are met in a timely manner.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,3.0,3.0,5.0,1.0,1.0
T2_EVAL_0356,TIER2_Terminology_Substitution_d492470c,Terminology Substitution,الدفاع المدني,الحماية المدنية,يرحب التقرير بدور الدفاع المدني في تعزيز الأمن والاستجابة السريعة لحالات الطوارئ في المنطقة.,يرحب التقرير بدور الحماية المدنية في تعزيز الأمن والاستجابة السريعة لحالات الطوارئ في المنطقة.,The report welcomes the role of civil defense in enhancing security and the rapid response to emergencies in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0357,TIER2_Noun_to_Adjective_00fc93a5,Noun to Adjective,المراقبة,المراقبي,قرر المجلس تكثيف جهود المراقبة لضمان الامتثال الكامل للعقوبات الدولية المفروضة على الأطراف المعنية.,قرر المجلس تكثيف جهود المراقبي لضمان الامتثال الكامل للعقوبات الدولية المفروضة على الأطراف المعنية.,The council decided to intensify monitoring efforts to ensure full compliance with international sanctions imposed on the concerned parties.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0358,TIER2_Partial_Translation_23673a1a,Partial Translation,اللجنة المعنية بحفظ الأمن,اللجنة,أشار التقرير إلى أهمية دور اللجنة المعنية بحفظ الأمن في تعزيز الاستقرار والسلام بالمنطقة.,أشار التقرير إلى أهمية دور اللجنة في تعزيز الاستقرار والسلام بالمنطقة.,The report highlighted the important role of the committee responsible for maintaining security in enhancing stability and peace in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0359,TIER2_Noun_to_Adjective_b1aa1060,Noun to Adjective,المفاوضات,التفاوضية,يدعو الأمين العام جميع الأطراف إلى استئناف المفاوضات بحسن نية للتوصل إلى حل سلمي للنزاع.,يدعو الأمين العام جميع الأطراف إلى استئناف التفاوضية بحسن نية للتوصل إلى حل سلمي للنزاع.,The Secretary-General calls on all parties to resume negotiations in good faith to reach a peaceful resolution of the conflict.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0360,TIER2_Wrong_Structure_f17e94b1,Wrong Structure,المندوب الدائم للمملكة المتحدة لدى الأمم المتحدة,الممثل الدائم للمملكة المتحدة لدى الأمم المتحدة,حث المندوب الدائم للمملكة المتحدة لدى الأمم المتحدة الدول الأعضاء على الالتزام بالقرارات الصادرة عن مجلس الأمن بشأن النزاع الحالي.,حث الممثل الدائم للمملكة المتحدة لدى الأمم المتحدة الدول الأعضاء على الالتزام بالقرارات الصادرة عن مجلس الأمن بشأن النزاع الحالي.,The Permanent Representative of the United Kingdom to the United Nations urged member states to adhere to the Security Council resolutions regarding the current conflict.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0361,TIER2_Progressive_to_Perfective_969b4fd5,Progressive to Perfective,تواصل الحكومة,واصلت الحكومة,وشدد التقرير على أن الدولة تواصل الحكومة جهودها لتعزيز السيادة الوطنية وتأمين الحدود من التهديدات الخارجية.,وشدد التقرير على أن الدولة واصلت الحكومة جهودها لتعزيز السيادة الوطنية وتأمين الحدود من التهديدات الخارجية.,The report emphasized that the state continues its government's efforts to strengthen national sovereignty and secure the borders from external threats.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0362,TIER2_Meaning_Shift_35601262,Meaning Shift,التشريعات,اللوائح,أشار التقرير إلى أهمية مراجعة التشريعات المتعلقة بحماية اللاجئين لضمان توافقها مع المعايير الدولية وضمان حقوق الإنسان.,أشار التقرير إلى أهمية مراجعة اللوائح المتعلقة بحماية اللاجئين لضمان توافقها مع المعايير الدولية وضمان حقوق الإنسان.,The report highlighted the importance of reviewing legislation related to refugee protection to ensure compliance with international standards and human rights.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,4.0,4.0,5.0,1.0,1.0
T2_EVAL_0363,TIER2_Active_to_Passive_Voice_95b99c34,Active to Passive Voice,أجرى المندوب,تم إجراء المندوب,اعتمد المجلس قرارًا جديدًا بعد أن أجرى المندوب المشاورات اللازمة مع الأطراف المعنية.,اعتمد المجلس قرارًا جديدًا بعد أن تم إجراء المندوب المشاورات اللازمة مع الأطراف المعنية.,The council adopted a new resolution after the delegate conducted the necessary consultations with the concerned parties.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,1.0,1.0,2.0,1.0,0.0
T2_EVAL_0364,TIER2_Terminology_Substitution_7a61fdc4,Terminology Substitution,القوات الأمنية,القوات العسكرية,حثت اللجنة على تعزيز التعاون بين القوات الأمنية في المنطقة لتعزيز الاستقرار وحفظ السلام.,حثت اللجنة على تعزيز التعاون بين القوات العسكرية في المنطقة لتعزيز الاستقرار وحفظ السلام.,The committee urged enhancing cooperation between the security forces in the region to promote stability and maintain peace.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0365,TIER2_Wrong_Structure_e7a2964a,Wrong Structure,الممثل الخاص للأمين العام في بعثة الأمم المتحدة لدعم اتفاق الحديدة,المبعوث الخاص للأمين العام في بعثة الأمم المتحدة لدعم اتفاق الحديدة,رحب الممثل الخاص للأمين العام في بعثة الأمم المتحدة لدعم اتفاق الحديدة بالتقدم المحرز في تنفيذ بنود الاتفاق.,رحب المبعوث الخاص للأمين العام في بعثة الأمم المتحدة لدعم اتفاق الحديدة بالتقدم المحرز في تنفيذ بنود الاتفاق.,The Special Representative of the Secretary-General in the United Nations Mission to Support the Hodeidah Agreement welcomed the progress made in implementing the terms of the agreement.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,2.0,2.0,5.0,1.0,0.0
T2_EVAL_0366,TIER2_Tanween_Omission_9fae9a93,Tanween Omission,أخيراً,أخيرا,قرر المجلس أخيراً اعتماد القرار الذي يهدف إلى تعزيز الاستقرار والسلام في المنطقة المتأثرة بالنزاعات.,قرر المجلس أخيرا اعتماد القرار الذي يهدف إلى تعزيز الاستقرار والسلام في المنطقة المتأثرة بالنزاعات.,The council finally decided to adopt the resolution aimed at enhancing stability and peace in the conflict-affected area.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0367,TIER2_Passive_to_Active_Voice_6e1fb0eb,Passive to Active Voice,نُفذت,تم تنفيذ,قرر المجلس أن العمليات الإنسانية في المنطقة نُفذت بنجاح وفقاً للمعايير الدولية.,قرر المجلس أن العمليات الإنسانية في المنطقة تم تنفيذها بنجاح وفقاً للمعايير الدولية.,The council decided that the humanitarian operations in the area were successfully implemented according to international standards.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0368,TIER2_Invalid_Pattern_6e4b75c0,Invalid Pattern,التنفيذ,الأداء,أشار التقرير إلى ضرورة تعزيز آليات التنفيذ لضمان الامتثال الكامل للبروتوكول الخاص بمكافحة التصحر.,أشار التقرير إلى ضرورة تعزيز آليات الأداء لضمان الامتثال الكامل للبروتوكول الخاص بمكافحة التصحر.,The report emphasized the need to strengthen implementation mechanisms to ensure full compliance with the protocol on combating desertification.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,2.0,3.0,5.0,1.0,0.0
T2_EVAL_0369,TIER2_Hyponym_for_Hypernym_4d0ee2a4,Hyponym for Hypernym,العلاقات الثنائية,العلاقات الاقتصادية,دعا الأمين العام إلى تعزيز العلاقات الثنائية بين الدول الأعضاء في المنظمة لتعزيز السلم والاستقرار الإقليمي.,دعا الأمين العام إلى تعزيز العلاقات الاقتصادية بين الدول الأعضاء في المنظمة لتعزيز السلم والاستقرار الإقليمي.,The Secretary-General called for strengthening bilateral relations among member states of the organization to enhance regional peace and stability.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0370,TIER2_Active_to_Passive_Voice_8b52c217,Active to Passive Voice,قامت القوات بحفظ السلام,تم حفظ السلام,قرر المجلس أن قامت القوات بحفظ السلام في المنطقة المتنازع عليها بنجاح.,قرر المجلس أن تم حفظ السلام في المنطقة المتنازع عليها بنجاح.,The council decided that peacekeeping in the disputed area was successfully carried out by the forces.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0371,TIER2_Spelling_Error_490d61ce,Spelling Error,الاقتصادية,الاقتصاديه,تؤكد اللجنة أن الإصلاحات الاقتصادية ضرورية لتحقيق الاستقرار في الدولة بعد النزاع.,تؤكد اللجنة أن الإصلاحات الاقتصاديه ضرورية لتحقيق الاستقرار في الدولة بعد النزاع.,The committee affirms that economic reforms are necessary to achieve stability in the state after the conflict.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0372,TIER2_Active_to_Passive_Voice_a2febf50,Active to Passive Voice,وقعت المعاهدة,تم توقيع المعاهدة,ورحب المجلس بالجهود الدبلوماسية التي وقعت المعاهدة بين الدولتين المتنازعتين.,ورحب المجلس بالجهود الدبلوماسية التي تم توقيع المعاهدة بين الدولتين المتنازعتين.,The council welcomed the diplomatic efforts that signed the treaty between the two disputing countries.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0373,TIER2_Progressive_to_Perfective_6f887b31,Progressive to Perfective,تواصل الأمانة العامة متابعة,تابعت الأمانة العامة,ناشدت الأمم المتحدة جميع الأطراف التعاون بينما تواصل الأمانة العامة متابعة التطورات المتعلقة بالأمن في المنطقة.,ناشدت الأمم المتحدة جميع الأطراف التعاون بينما تابعت الأمانة العامة التطورات المتعلقة بالأمن في المنطقة.,The United Nations urged all parties to cooperate as the Secretariat continues to monitor developments related to security in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0374,TIER2_Partial_Translation_dcfd277b,Partial Translation,التنسيق الأمني الإقليمي,[OMITTED],وشدد مجلس الأمن على أهمية التنسيق الأمني الإقليمي لمواجهة التهديدات العابرة للحدود وتعزيز الاستقرار في المنطقة.,وشدد مجلس الأمن على أهمية مواجهة التهديدات العابرة للحدود وتعزيز الاستقرار في المنطقة.,The Security Council stressed the importance of regional security coordination to address cross-border threats and enhance stability in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0375,TIER2_Adjective_to_Noun_1f225559,Adjective to Noun,الطارئة,الطوارئ,وإذ يؤكد المجلس على الحاجة إلى المساعدات الطارئة للأسر المتضررة من النزاع.,وإذ يؤكد المجلس على الحاجة إلى المساعدات الطوارئ للأسر المتضررة من النزاع.,The Council emphasizes the need for emergency assistance for families affected by the conflict.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0376,TIER2_Partial_Translation_8b1cf4f8,Partial Translation,الاتفاق الإطاري للتعاون الدبلوماسي,الاتفاق الإطاري,قرر مجلس الأمن تعزيز الاتفاق الإطاري للتعاون الدبلوماسي بين الدول الأعضاء لضمان السلام والاستقرار في المنطقة.,قرر مجلس الأمن تعزيز الاتفاق الإطاري بين الدول الأعضاء لضمان السلام والاستقرار في المنطقة.,The Security Council decided to strengthen the framework agreement for diplomatic cooperation among member states to ensure peace and stability in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0377,TIER2_Gender_Disagreement_5b0e9fa8,Gender Disagreement,البحث,الباحثة,اعتمد المجلس القرار بعد البحث في عدة قضايا تتعلق بالسلام والأمن في المنطقة.,اعتمد المجلس القرار بعد الباحثة في عدة قضايا تتعلق بالسلام والأمن في المنطقة.,The Council adopted the resolution after the discussion on several issues related to peace and security in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,1.0,5.0,2.0,1.0,0.0
T2_EVAL_0378,TIER2_Gender_Disagreement_f59b7b55,Gender Disagreement,جهودها,جهوده,ناشد المجلس الدول الأعضاء تعزيز جهودها في حفظ السلام، وضمان تعاونها الكامل مع القوات العسكرية لتحقيق الاستقرار في المناطق المتأثرة بالنزاع.,ناشد المجلس الدول الأعضاء تعزيز جهوده في حفظ السلام، وضمان تعاونها الكامل مع القوات العسكرية لتحقيق الاستقرار في المناطق المتأثرة بالنزاع.,The council urged member states to enhance their efforts in peacekeeping and ensure full cooperation with military forces to stabilize conflict-affected areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0379,TIER2_Invalid_Pattern_8a593e88,Invalid Pattern,التحريات,تحريات,يقرر أن تتخذ الدول الأعضاء جميع التدابير اللازمة لتعزيز التحريات المتعلقة بنزع السلاح ومنع انتشار الأسلحة النووية.,يقرر أن تتخذ الدول الأعضاء جميع التدابير اللازمة لتعزيز تحريات المتعلقة بنزع السلاح ومنع انتشار الأسلحة النووية.,Decides that Member States shall take all necessary measures to enhance inquiries related to disarmament and the prevention of nuclear weapons proliferation.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0380,TIER2_Gender_Disagreement_73e6e938,Gender Disagreement,استراتيجيتها,استراتيجيته,وشددت اللجنة على ضرورة مراجعة استراتيجيتها لتحقيق السلام والأمن والاستقرار في المنطقة.,وشددت اللجنة على ضرورة مراجعة استراتيجيته لتحقيق السلام والأمن والاستقرار في المنطقة.,"The committee stressed the need to review its strategy to achieve peace, security, and stability in the region.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0381,TIER2_Tanween_Omission_0fa63ad6,Tanween Omission,ثانياً,ثانيا,ناشدت اللجنة الدول الأعضاء بتقديم الدعم اللازم للمساعدات الإنسانية في المنطقة المتضررة. ثانياً، تشجيع التعاون الإقليمي لتعزيز الحماية.,ناشدت اللجنة الدول الأعضاء بتقديم الدعم اللازم للمساعدات الإنسانية في المنطقة المتضررة. ثانيا، تشجيع التعاون الإقليمي لتعزيز الحماية.,"The committee urged member states to provide necessary support for humanitarian aid in the affected area. Secondly, encouraging regional cooperation to enhance protection.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0382,TIER2_Name_Entity_Error_e82d8354,Name Entity Error,جنيف,دافوس,ناشد الأمين العام الأمم المتحدة بحماية العمل الإنساني في جنيف ودعم جهود الوساطة لحل النزاعات.,ناشد الأمين العام الأمم المتحدة بحماية العمل الإنساني في دافوس ودعم جهود الوساطة لحل النزاعات.,The Secretary-General urged the United Nations to safeguard humanitarian work in Geneva and support mediation efforts to resolve conflicts.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0383,TIER2_Partial_Translation_84ef4209,Partial Translation,العملية الدبلوماسية متعددة الأطراف,[OMITTED],رحب المجتمع الدولي بالعملية الدبلوماسية متعددة الأطراف لتعزيز الحوار بين الدول من أجل السلام والأمن.,رحب المجتمع الدولي لتعزيز الحوار بين الدول من أجل السلام والأمن.,The international community welcomed the multilateral diplomatic process to promote dialogue between nations for peace and security.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0384,TIER2_Noun_to_Adjective_3fa73687,Noun to Adjective,المعاهدة,المعاهدي,يحث الأمين العام جميع الدول على التصديق على المعاهدة لتعزيز التعاون الدولي في مكافحة الجريمة المنظمة.,يحث الأمين العام جميع الدول على التصديق على المعاهدي لتعزيز التعاون الدولي في مكافحة الجريمة المنظمة.,The Secretary-General urges all states to ratify the treaty to enhance international cooperation in combating organized crime.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,2.0,1.0,0.0
T2_EVAL_0385,TIER2_Progressive_to_Perfective_1e66b593,Progressive to Perfective,كانت تسعى لتعزيز,سعت لتعزيز,قرر المجلس أن المنظمة كانت تسعى لتعزيز الاستقرار والسلام في المنطقة من خلال الحوار والتعاون المستمرين بين الدول الأعضاء.,قرر المجلس أن المنظمة سعت لتعزيز الاستقرار والسلام في المنطقة من خلال الحوار والتعاون المستمرين بين الدول الأعضاء.,The council decided that the organization was seeking to enhance stability and peace in the region through ongoing dialogue and cooperation between member states.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0386,TIER2_Tense_Shift_Under_Negation_faa63f9a,Tense Shift Under Negation,لم تعد,لا تزال,لاحظ المجلس أن المحادثات لم تعد تحقق التقدم المرجو، مما يستدعي إعادة تقييم الاستراتيجية المتبعة لتحقيق الأهداف المنشودة.,لاحظ المجلس أن المحادثات لا تزال تحقق التقدم المرجو، مما يستدعي إعادة تقييم الاستراتيجية المتبعة لتحقيق الأهداف المنشودة.,"The council noted that the talks no longer achieve the desired progress, necessitating a reassessment of the strategy to achieve the intended objectives.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0387,TIER2_Total_Omission_4066cd97,Total Omission,التعاون الإقليمي,[OMITTED],وأعاد المجلس التأكيد على أهمية التعاون الإقليمي في تعزيز السلام والأمن في المنطقة.,وأعاد المجلس التأكيد على أهمية تعزيز السلام والأمن في المنطقة.,The Council reiterated the importance of regional cooperation in promoting peace and security in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0388,TIER2_Active_to_Passive_Voice_6a76d562,Active to Passive Voice,أصدرت التقرير,تم إصدار التقرير,أعلن المكتب الإنساني أنه أصدرت التقرير عن أوضاع النازحين وحقوق الإنسان في المنطقة.,أعلن المكتب الإنساني أنه تم إصدار التقرير عن أوضاع النازحين وحقوق الإنسان في المنطقة.,The humanitarian office announced that the report on the situation of displaced persons and human rights in the region was issued.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0389,TIER2_Tanween_Omission_c248b50f,Tanween Omission,دوليًا,دوليا,دعا الأمين العام إلى تكثيف الجهود لتحقيق المصالحة في المنطقة، مشددًا على أهمية العمل دوليًا للتغلب على الصراع المستمر.,دعا الأمين العام إلى تكثيف الجهود لتحقيق المصالحة في المنطقة، مشددًا على أهمية العمل دوليا للتغلب على الصراع المستمر.,"The Secretary-General called for intensified efforts to achieve reconciliation in the region, emphasizing the importance of working internationally to overcome the ongoing conflict.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0390,TIER2_Wrong_Structure_e1c181d8,Wrong Structure,حماية الأمن الإقليمي,الأمن الإقليمي,دعا المجلس إلى تعزيز التعاون الدولي من أجل حماية الأمن الإقليمي وتحقيق الاستقرار في المناطق المتأثرة بالنزاعات.,دعا المجلس إلى تعزيز التعاون الدولي من أجل الأمن الإقليمي وتحقيق الاستقرار في المناطق المتأثرة بالنزاعات.,The Council called for strengthening international cooperation to protect regional security and achieve stability in conflict-affected areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0391,TIER2_Definiteness_Shift_382a5e00,Definiteness Shift,علاقات ثنائية,العلاقات الثنائية,أكدت اللجنة أهمية تعزيز علاقات ثنائية قوية بين الدول الأعضاء للحفاظ على الاستقرار الإقليمي.,أكدت اللجنة أهمية تعزيز العلاقات الثنائية القوية بين الدول الأعضاء للحفاظ على الاستقرار الإقليمي.,The committee emphasized the importance of strengthening strong bilateral relations among member states to maintain regional stability.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0392,TIER2_Register_Mismatch_7a36acda,Register Mismatch,التنسيق اللازم,التنسيق المطلوب,وإذ يؤكد المجلس على أهمية تعزيز التنسيق اللازم بين الوكالات الإنسانية لتقديم المساعدات للمتضررين من الأزمة السورية.,وإذ يؤكد المجلس على أهمية تعزيز التنسيق المطلوب بين الوكالات الإنسانية لتقديم المساعدات للمتضررين من الأزمة السورية.,The Council reaffirms the importance of enhancing the necessary coordination between humanitarian agencies to deliver aid to those affected by the Syrian crisis.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,4.0,3.0,5.0,1.0,1.0
T2_EVAL_0393,TIER2_Wrong_Word_Order_925f263e,Wrong Word Order,التفتيش الدولي الشامل,الشامل التفتيش الدولي,وأعاد المجلس التأكيد على أهمية التفتيش الدولي الشامل لضمان الامتثال للاتفاقيات الدولية المتعلقة بنزع السلاح النووي.,وأعاد المجلس التأكيد على أهمية الشامل التفتيش الدولي لضمان الامتثال للاتفاقيات الدولية المتعلقة بنزع السلاح النووي.,The Council reaffirmed the importance of comprehensive international inspection to ensure compliance with international agreements on nuclear disarmament.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0394,TIER2_Noun_to_Adjective_400a593f,Noun to Adjective,التشريد,المشردة,أوصى التقرير بضرورة تعزيز الجهود الدولية لمواجهة التشريد الناتج عن النزاعات المسلحة والكوارث الطبيعية.,أوصى التقرير بضرورة تعزيز الجهود الدولية لمواجهة المشردة الناتج عن النزاعات المسلحة والكوارث الطبيعية.,The report recommended strengthening international efforts to address displacement caused by armed conflicts and natural disasters.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,2.0,1.0,0.0
